Tempo(s),Pkt_env,Pkt_Rcv,Pkt_PDR,Exp_Pkt_Rcv,Exp_Pkts_Range_Recv,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10
201,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
202,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
203,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
204,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
205,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
206,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
207,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
208,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
209,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
210,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
211,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
212,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
213,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
214,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
215,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
216,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
217,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
218,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
219,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
220,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
221,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
222,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
223,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
224,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
225,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
226,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
227,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
228,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
229,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
230,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
231,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
232,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
233,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
234,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
235,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
236,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
237,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
238,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
239,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
240,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
241,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
242,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
243,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
244,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
245,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
246,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
247,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
248,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
249,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
250,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
251,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
252,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
253,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
254,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
255,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
256,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
257,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
258,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
259,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
260,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
261,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
262,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
263,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
264,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
265,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
266,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
267,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
268,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
269,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
270,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
271,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
272,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
273,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
274,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
275,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
276,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
277,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
278,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
279,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
280,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
281,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
282,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
283,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
284,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
285,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
286,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
287,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
288,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
289,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
290,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
291,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
292,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
293,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
294,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
295,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
296,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
297,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
298,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
299,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
300,3094,25446,8.22431,540,461,0.853704,0.822281,0.793801,0.7665,0.745964,0.723452,0.701471,0.677151,0.653064,0.628158
