Tempo(s),Pkt_env,Pkt_Rcv,Pkt_PDR,Exp_Pkt_Rcv,Exp_Pkts_Range_Recv,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10
234,360451,2938331,8.15182,62910,53563,0.851423,0.818359,0.792175,0.767135,0.743773,0.720828,0.696547,0.672219,0.648863,0.624559
235,361998,2950838,8.15153,63180,53785,0.851298,0.818342,0.792153,0.767169,0.743806,0.720842,0.696558,0.672217,0.648844,0.62455
236,363545,2963599,8.15195,63450,54010,0.851221,0.818297,0.79218,0.76719,0.743839,0.720879,0.696618,0.672269,0.648895,0.62458
237,365092,2976268,8.1521,63720,54242,0.851255,0.81837,0.792239,0.767235,0.743863,0.720934,0.69664,0.672304,0.648925,0.624615
238,366639,2988901,8.15216,63990,54473,0.851274,0.818403,0.792328,0.767311,0.743924,0.720978,0.696687,0.672339,0.648948,0.624638
239,368186,3001791,8.15292,64260,54700,0.851229,0.818464,0.792382,0.767368,0.743976,0.721037,0.696738,0.672367,0.648978,0.624683
240,369733,3014234,8.15246,64530,54929,0.851216,0.818419,0.792312,0.767277,0.743893,0.720943,0.696655,0.672271,0.648899,0.624622
241,371280,3026360,8.15115,64800,55145,0.851003,0.818319,0.792183,0.767233,0.743842,0.720859,0.696574,0.672204,0.648819,0.624534
242,372827,3038870,8.15088,65070,55373,0.850976,0.818363,0.792148,0.767192,0.743805,0.720832,0.696551,0.672186,0.64879,0.624498
243,374374,3051750,8.15161,65340,55605,0.85101,0.818434,0.792208,0.767269,0.743895,0.720896,0.696623,0.672265,0.648874,0.624575
244,375921,3064005,8.15066,65610,55829,0.850922,0.81827,0.792128,0.767253,0.743867,0.72084,0.696564,0.672204,0.648807,0.624506
245,377468,3076437,8.15019,65880,56062,0.850971,0.818308,0.792099,0.767224,0.74385,0.720821,0.696532,0.672179,0.648791,0.624479
246,379015,3088633,8.1491,66150,56283,0.850839,0.8182,0.79198,0.767103,0.743751,0.720735,0.69645,0.672093,0.648698,0.6244
247,380562,3101360,8.14942,66420,56507,0.850753,0.818259,0.791987,0.767132,0.743756,0.720721,0.696425,0.672097,0.64871,0.624419
248,382109,3114039,8.14961,66690,56743,0.850847,0.818361,0.792019,0.767138,0.743777,0.720741,0.696434,0.672096,0.648713,0.624423
249,383656,3126819,8.15006,66960,56965,0.850732,0.818308,0.792004,0.767167,0.743788,0.720756,0.696448,0.672129,0.648746,0.62446
250,385203,3139108,8.14923,67230,57186,0.850602,0.818185,0.791893,0.767074,0.743704,0.720688,0.696394,0.672079,0.648699,0.624416
251,386750,3151874,8.14964,67500,57418,0.850637,0.818122,0.791863,0.767047,0.743693,0.720668,0.696386,0.672077,0.648717,0.624439
252,388297,3164379,8.14938,67770,57655,0.850745,0.818149,0.791894,0.766995,0.743644,0.72065,0.696351,0.672036,0.648686,0.624415
253,389844,3176925,8.14922,68040,57886,0.850764,0.818192,0.791918,0.767003,0.743643,0.720652,0.696364,0.672049,0.648709,0.624417
254,391391,3189496,8.14913,68310,58110,0.850681,0.818098,0.791851,0.766964,0.743609,0.720616,0.696334,0.672023,0.648677,0.624402
255,392938,3202255,8.14952,68580,58339,0.850671,0.818188,0.791888,0.766976,0.74363,0.720644,0.696373,0.672067,0.648714,0.62443
256,394485,3214910,8.14964,68850,58571,0.850704,0.818167,0.791877,0.766965,0.743609,0.720618,0.696395,0.672089,0.648737,0.624453
257,396032,3227388,8.14931,69120,58797,0.850651,0.818054,0.791805,0.766902,0.74355,0.72059,0.696363,0.672055,0.648702,0.624426
258,397579,3240377,8.15027,69390,59033,0.850742,0.81807,0.791818,0.766964,0.743593,0.720652,0.696423,0.672123,0.648761,0.624479
259,399126,3252984,8.15027,69660,59271,0.850861,0.818174,0.791897,0.767003,0.743642,0.720693,0.696452,0.672139,0.648771,0.624483
260,400673,3265610,8.15031,69930,59507,0.850951,0.818169,0.791948,0.767017,0.74368,0.720729,0.696473,0.672156,0.648785,0.624501
261,402220,3278129,8.15009,70200,59742,0.851026,0.818226,0.79194,0.767033,0.743663,0.720725,0.696473,0.672148,0.648773,0.624485
262,403767,3290997,8.15073,70470,59972,0.851029,0.818272,0.792042,0.767119,0.743743,0.720797,0.696535,0.672212,0.648827,0.624526
263,405314,3303648,8.15084,70740,60197,0.850961,0.818211,0.792028,0.767117,0.743763,0.720818,0.696584,0.67226,0.648879,0.624576
264,406861,3315986,8.15017,71010,60421,0.85088,0.818126,0.791953,0.767009,0.743678,0.72074,0.69652,0.672202,0.648835,0.624531
265,408408,3328609,8.15021,71280,60651,0.850884,0.818101,0.791876,0.766966,0.743645,0.720726,0.696499,0.672169,0.648807,0.624513
266,409955,3341346,8.15052,71550,60884,0.850929,0.818172,0.791863,0.766983,0.743641,0.720736,0.69652,0.672182,0.648815,0.624528
267,411502,3353952,8.15051,71820,61111,0.850891,0.818248,0.791911,0.766985,0.743629,0.720729,0.696513,0.672198,0.648822,0.624536
268,413049,3366446,8.15023,72090,61345,0.85095,0.818322,0.79194,0.767004,0.743604,0.720688,0.696483,0.672186,0.648811,0.624529
269,414596,3379089,8.15032,72360,61563,0.850788,0.818139,0.791852,0.766943,0.743552,0.720636,0.696434,0.672146,0.648766,0.624487
270,416143,3391715,8.15036,72630,61799,0.850874,0.818066,0.791786,0.766896,0.743498,0.720611,0.696399,0.672116,0.648754,0.624477
271,417690,3404036,8.14967,72900,62020,0.850754,0.817924,0.791734,0.766857,0.743452,0.720568,0.696356,0.672077,0.648709,0.624431
272,419237,3416543,8.14943,73170,62246,0.850704,0.817926,0.791719,0.766868,0.743485,0.720579,0.696353,0.672069,0.648705,0.624415
273,420784,3429399,8.15002,73440,62472,0.850654,0.817956,0.791772,0.766921,0.743523,0.720615,0.696391,0.672111,0.648743,0.624463
274,422331,3442034,8.15009,73710,62700,0.850631,0.817948,0.791754,0.7669,0.743501,0.720616,0.696385,0.672126,0.648746,0.624466
275,423878,3454520,8.1498,73980,62924,0.850554,0.817901,0.791737,0.766834,0.743439,0.720568,0.696311,0.672073,0.648699,0.624421
276,425425,3466991,8.14948,74250,63155,0.850572,0.817854,0.79172,0.76686,0.743484,0.720603,0.69636,0.672124,0.648737,0.624457
277,426972,3479592,8.14946,74520,63389,0.850631,0.817913,0.791764,0.766859,0.743463,0.720593,0.696376,0.672131,0.648746,0.624468
278,428519,3492168,8.14939,74790,63623,0.850689,0.817972,0.791806,0.76685,0.743422,0.720547,0.696355,0.672124,0.648732,0.624448
279,430066,3504777,8.14939,75060,63851,0.850666,0.817906,0.79176,0.766821,0.743402,0.720526,0.696328,0.6721,0.648704,0.62442
280,431613,3517154,8.14886,75330,64078,0.850631,0.817898,0.791678,0.766754,0.743306,0.720449,0.696255,0.672052,0.648667,0.624384
281,433160,3529779,8.1489,75600,64304,0.850582,0.817942,0.791721,0.766764,0.743288,0.720438,0.69624,0.672043,0.648657,0.624378
282,434707,3541994,8.148,75870,64530,0.850534,0.817958,0.791702,0.766751,0.74326,0.720416,0.696191,0.671989,0.648613,0.62434
283,436254,3554566,8.14793,76140,64763,0.850578,0.817973,0.791734,0.766778,0.743286,0.720405,0.696178,0.671983,0.648594,0.624318
284,437801,3567212,8.14802,76410,65010,0.850805,0.818106,0.791822,0.766845,0.743329,0.72043,0.696208,0.672014,0.648626,0.624345
285,439348,3580166,8.14882,76680,65247,0.8509,0.818209,0.79186,0.766877,0.743366,0.720477,0.696255,0.672056,0.648675,0.624386
286,440895,3592717,8.14869,76950,65483,0.850981,0.818242,0.79189,0.766859,0.743355,0.720457,0.696237,0.672034,0.64865,0.624365
287,442442,3605615,8.14935,77220,65710,0.850945,0.818247,0.791812,0.76684,0.743357,0.720465,0.696246,0.672047,0.648665,0.624393
288,443989,3618199,8.1493,77490,65932,0.850845,0.818265,0.79188,0.766866,0.743401,0.72048,0.696267,0.672063,0.648688,0.624414
289,445536,3630898,8.14951,77760,66171,0.850965,0.818344,0.79191,0.766891,0.74341,0.720473,0.69625,0.672061,0.648696,0.624437
290,447083,3643374,8.14921,78030,66393,0.850865,0.818234,0.791828,0.766856,0.743407,0.72046,0.696239,0.672052,0.648684,0.624423
291,448630,3656043,8.14935,78300,66629,0.850945,0.818275,0.791867,0.766908,0.743447,0.720496,0.696269,0.67208,0.648698,0.624429
292,450177,3668569,8.14917,78570,66863,0.850999,0.818348,0.791899,0.766916,0.743448,0.72053,0.696297,0.672089,0.648699,0.624419
293,451724,3681576,8.15006,78840,67107,0.85118,0.818489,0.791987,0.766968,0.743489,0.720567,0.696353,0.672138,0.648739,0.624468
294,453271,3694220,8.15014,79110,67327,0.851055,0.818361,0.791917,0.766945,0.743468,0.720554,0.696342,0.67213,0.648735,0.624472
295,454818,3706599,8.14963,79380,67556,0.851046,0.818388,0.791903,0.766947,0.743442,0.720533,0.696336,0.672126,0.648718,0.624455
296,456365,3719378,8.15001,79650,67784,0.851023,0.818496,0.792003,0.76701,0.743487,0.720572,0.696387,0.672167,0.64875,0.624487
297,457912,3731780,8.14956,79920,68013,0.851014,0.818464,0.792,0.767001,0.743483,0.720555,0.69636,0.672142,0.648717,0.624455
298,459459,3744334,8.14944,80190,68240,0.850979,0.818374,0.791988,0.766957,0.743471,0.720533,0.696348,0.672127,0.648716,0.624447
299,461006,3756918,8.14939,80460,68462,0.850882,0.818329,0.791908,0.766958,0.743471,0.720521,0.696332,0.672117,0.648701,0.624443
300,462553,3768925,8.14809,80730,68688,0.850836,0.818258,0.791842,0.766867,0.743408,0.720459,0.696264,0.672056,0.648654,0.624377
